CustomerNumber,OfferAccepted,Reward,MailerType,IncomeLevel,NumBankAccountsOpen,OverdraftProtection,CreditRating,NumCreditCardsHeld,NumHomesOwned,HouseholdSize,OwnYourHome,AverageBalance,Q1Balance,Q2Balance,Q3Balance,Q4Balance,Rand,Keep,Accepted
239,No,Points,Letter,High,2,No,High,2,1,3,Yes,1123.5,1256,1326,1375,537,0.136471868,1,0
240,No,Air Miles,Postcard,High,2,No,High,1,1,4,No,1013.25,680,614,1476,1283,0.136471868,1,0
241,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,1218.25,1201,703,2247,722,0.136471868,1,0
242,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,1138,823,793,870,2066,0.136471868,1,0
243,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,237.75,492,39,27,393,0.136471868,1,0
244,No,Cash Back,Postcard,Medium,1,Yes,Low,1,2,6,No,701.25,868,655,571,711,0.136471868,1,0
245,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,192.25,483,27,56,203,0.136471868,1,0
246,No,Points,Postcard,Low,1,No,Medium,2,1,2,No,964.25,413,1164,832,1448,0.136471868,1,0
247,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,1091,25,1704,1928,707,0.136471868,1,0
248,No,Points,Postcard,Low,1,No,High,2,2,4,Yes,291,275,94,403,392,0.136471868,1,0
249,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,3,No,886.75,150,518,1575,1304,0.136471868,1,0
250,No,Points,Postcard,High,1,No,Medium,1,1,2,Yes,1114.75,1335,1340,1075,709,0.136471868,1,0
251,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1111.25,1182,1745,1036,482,0.136471868,1,0
252,No,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,322.75,450,142,286,413,0.136471868,1,0
253,Yes,Points,Postcard,Medium,1,No,Medium,2,2,2,Yes,1380,1025,960,1549,1986,0.136471868,1,1
254,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,No,1267.75,2153,1248,764,906,0.136471868,1,0
255,No,Air Miles,Letter,Low,1,No,Low,2,1,2,No,1031.75,29,822,2189,1087,0.136471868,1,0
256,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,No,812.25,669,807,1266,507,0.136471868,1,1
257,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,848.75,1550,842,877,126,0.136471868,1,0
258,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,904,1547,1159,814,96,0.136471868,1,0
259,No,Points,Postcard,High,1,Yes,Medium,3,1,4,No,821.25,830,916,726,813,0.136471868,1,0
260,No,Points,Letter,Medium,1,Yes,Medium,2,1,4,No,1043.75,197,860,1709,1409,0.136471868,1,0
261,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,1154.5,1897,1428,804,489,0.136471868,1,0
262,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,237,413,90,430,15,0.136471868,1,1
263,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1076.5,2177,1163,556,410,0.136471868,1,1
264,No,Points,Postcard,High,1,No,Low,2,1,6,Yes,275.75,67,276,434,326,0.136471868,1,0
265,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,750,596,823,758,823,0.136471868,1,0
266,Yes,Points,Letter,Medium,1,No,Low,2,1,4,No,734.5,697,974,576,691,0.136471868,1,1
267,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,967,799,584,836,1649,0.136471868,1,0
268,No,Cash Back,Postcard,Low,1,No,High,1,2,3,No,1556,732,1608,2158,1726,0.136471868,1,0
269,Yes,Points,Postcard,Low,1,No,Medium,1,1,3,Yes,1052.5,1953,1156,806,295,0.136471868,1,1
270,No,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,307.5,392,11,472,355,0.136471868,1,0
271,No,Points,Postcard,Low,1,No,High,2,1,4,No,206.75,190,370,263,4,0.136471868,1,0
272,No,Cash Back,Letter,High,1,No,Low,1,1,4,No,316.25,453,21,486,305,0.136471868,1,0
273,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1284.75,1378,548,1576,1637,0.136471868,1,0
274,No,Cash Back,Postcard,Low,1,Yes,Low,1,1,5,Yes,690.25,624,504,672,961,0.136471868,1,0
275,No,Points,Postcard,Medium,3,Yes,Medium,1,1,3,Yes,285.5,459,480,53,150,0.136471868,1,0
276,No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,1006.75,1748,1326,504,449,0.136471868,1,0
277,No,Points,Postcard,Low,1,No,High,2,1,3,No,1045.25,1399,1193,1378,211,0.136471868,1,0
278,No,Points,Letter,Low,2,No,Low,2,2,2,Yes,786.5,565,826,893,862,0.136471868,1,0
279,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,854.25,763,993,986,675,0.136471868,1,0
280,No,Air Miles,Letter,High,2,No,High,2,1,6,Yes,291.25,79,436,368,282,0.136471868,1,0
281,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1053.5,1790,1195,1096,133,0.136471868,1,1
282,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,772.25,541,762,878,908,0.136471868,1,0
283,No,Points,Letter,Medium,1,No,High,1,2,5,No,1024.75,1542,1305,858,394,0.136471868,1,0
284,No,Points,Letter,Medium,1,Yes,Low,1,1,3,Yes,1682.75,1715,1540,1639,1837,0.136471868,1,0
285,No,Cash Back,Letter,Low,1,No,Low,2,2,3,Yes,1462.5,2059,1707,1354,730,0.136471868,1,0
286,Yes,Points,Postcard,Medium,1,No,Low,4,1,4,No,1294.5,748,1048,2111,1271,0.136471868,1,1
287,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,Yes,1666,1296,1676,1925,1767,0.136471868,1,0
288,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,996.75,305,1241,1084,1357,0.136471868,1,1
289,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,1247.25,655,1598,1400,1336,0.136471868,1,0
290,No,Cash Back,Letter,High,1,No,Low,2,1,5,Yes,1290.5,485,1254,1641,1782,0.136471868,1,0
291,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,1163.5,518,1459,1711,966,0.136471868,1,0
292,No,Cash Back,Postcard,High,2,No,Low,2,1,4,No,851,346,556,831,1671,0.136471868,1,0
293,No,Cash Back,Letter,Low,1,Yes,Medium,1,1,2,No,785.5,856,809,880,597,0.136471868,1,0
294,No,Air Miles,Letter,Medium,2,No,High,2,1,3,No,305.75,403,419,298,103,0.136471868,1,0
295,No,Air Miles,Postcard,Medium,2,No,High,1,1,4,Yes,1033.75,894,696,2043,502,0.136471868,1,0
296,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1134.75,874,776,1508,1381,0.136471868,1,0
297,No,Air Miles,Postcard,Low,2,No,Medium,2,2,5,Yes,1261.75,775,1324,1611,1337,0.136471868,1,0
298,No,Points,Letter,Medium,1,No,High,2,2,3,Yes,1235.25,2141,1358,960,482,0.136471868,1,0
299,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1794.25,1631,1896,1890,1760,0.136471868,1,0
300,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,808,925,829,894,584,0.136471868,1,1
301,No,Cash Back,Letter,Medium,1,No,Medium,1,1,2,Yes,211.75,286,78,270,213,0.136471868,1,0
302,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1224.5,930,721,1586,1661,0.136471868,1,0
303,Yes,Air Miles,Postcard,High,1,Yes,Low,1,1,4,Yes,1069.75,738,846,1911,784,0.136471868,1,1
304,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,858.25,182,1106,1604,541,0.136471868,1,0
305,Yes,Points,Letter,Low,2,Yes,Low,1,1,6,No,1105,1313,1794,801,512,0.136471868,1,1
306,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,1173.25,658,1694,1564,777,0.136471868,1,0
307,No,Air Miles,Letter,Medium,1,No,Low,3,1,3,Yes,807.5,692,793,831,914,0.136471868,1,0
308,No,Cash Back,Letter,Low,3,No,Low,1,1,3,No,946,1687,938,574,585,0.136471868,1,0
309,No,Points,Letter,Low,1,No,Medium,2,2,2,Yes,1078.25,1419,1293,1095,506,0.136471868,1,0
310,No,Points,Letter,Medium,1,No,Medium,4,1,4,No,1202.25,982,905,2111,811,0.136471868,1,0
311,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1193.75,981,1018,1096,1680,0.136471868,1,0
312,No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,3,No,1190.25,1982,1365,855,559,0.136471868,1,0
313,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1827,1715,1952,1914,1727,0.136471868,1,0
314,No,Points,Letter,Medium,1,No,Medium,2,1,1,No,1164.5,635,1263,980,1780,0.136471868,1,0
315,No,Cash Back,Letter,High,1,Yes,Low,2,1,3,No,764.75,781,985,501,792,0.136471868,1,0
316,No,Points,Letter,Low,1,No,Medium,2,1,2,No,1006,1675,1387,792,170,0.136471868,1,0
317,No,Cash Back,Letter,High,1,No,Medium,2,1,3,No,860.5,1733,1035,634,40,0.136471868,1,0
318,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1185,664,679,1482,1915,0.136471868,1,1
319,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,No,1035.25,1350,1521,1102,168,0.136471868,1,0
320,No,Points,Postcard,Low,2,No,High,1,1,3,No,1243.75,995,997,1592,1391,0.136471868,1,0
321,No,Air Miles,Postcard,Medium,1,No,High,2,1,6,Yes,1039.25,1777,994,427,959,0.136471868,1,0
322,No,Points,Letter,Low,1,Yes,Low,2,1,4,Yes,1034.25,400,1798,1005,934,0.136471868,1,0
323,No,Air Miles,Postcard,High,1,Yes,High,2,1,2,Yes,1200.5,1112,1090,1098,1502,0.136471868,1,0
324,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1079.5,628,1467,946,1277,0.136471868,1,0
325,No,Air Miles,Postcard,Medium,2,No,High,2,1,5,Yes,1142.25,1977,1275,934,383,0.136471868,1,0
326,No,Cash Back,Letter,Low,1,No,High,3,1,5,Yes,1131,200,1142,1488,1694,0.136471868,1,0
327,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,Yes,213.25,106,228,368,151,0.136471868,1,0
328,No,Air Miles,Postcard,High,1,No,Low,1,2,4,No,1045.5,1582,1584,639,377,0.136471868,1,0
329,No,Points,Postcard,Medium,1,No,High,2,1,1,No,1838.25,1655,1738,1986,1974,0.136471868,1,0
330,No,Cash Back,Letter,Medium,1,No,Medium,1,2,4,No,1092.75,1046,458,2108,759,0.136471868,1,0
331,No,Points,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,1032.75,474,1166,1133,1358,0.136471868,1,0
332,No,Air Miles,Postcard,Medium,2,Yes,Medium,1,1,4,No,206.25,67,172,429,157,0.136471868,1,0
333,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,No,1111.5,96,1358,1888,1104,0.136471868,1,0
334,No,Cash Back,Letter,Medium,1,Yes,High,1,1,4,Yes,1186,2169,927,795,853,0.136471868,1,0
335,No,Air Miles,Postcard,Medium,2,No,High,1,2,4,Yes,952,1752,1167,615,274,0.136471868,1,0
336,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,1042.5,1980,1164,881,145,0.136471868,1,0
337,No,Points,Postcard,Medium,1,No,High,2,2,2,Yes,1113.75,283,1308,2002,862,0.136471868,1,0
338,No,Points,Postcard,Low,2,No,Medium,2,2,3,Yes,995.25,1862,1040,694,385,0.136471868,1,0
339,No,Air Miles,Letter,Low,3,No,Medium,3,1,2,No,1150,843,1162,1223,1372,0.136471868,1,0
340,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,No,268.25,244,449,173,207,0.136471868,1,0
341,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,811.5,937,985,594,730,0.136471868,1,0
342,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,990.75,1633,1495,648,187,0.136471868,1,0
343,No,Air Miles,Letter,Low,1,No,Medium,3,1,1,Yes,1470,2168,1663,1139,910,0.136471868,1,0
344,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,884,621,669,929,1317,0.136471868,1,0
345,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,No,853,985,984,547,896,0.136471868,1,0
346,No,Air Miles,Postcard,High,1,Yes,Medium,1,1,5,Yes,1090.75,1646,1303,928,486,0.136471868,1,0
347,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1077,1926,1489,674,219,0.136471868,1,0
348,No,Points,Letter,Medium,1,No,Low,3,1,2,No,1096.5,672,1055,1154,1505,0.136471868,1,0
349,No,Air Miles,Postcard,Medium,2,No,Low,1,1,5,No,1041.25,247,1186,1792,940,0.136471868,1,0
350,No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,698.5,995,502,718,579,0.136471868,1,0
351,Yes,Points,Letter,Low,1,Yes,Low,3,1,4,Yes,1086.75,509,1035,1232,1571,0.136471868,1,1
352,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1148.5,321,1117,1191,1965,0.136471868,1,0
353,No,Cash Back,Letter,Low,1,No,Medium,2,1,1,Yes,1796,1560,1771,1898,1955,0.136471868,1,0
354,Yes,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1102.75,959,844,1432,1176,0.136471868,1,1
355,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,920.5,590,834,1703,555,0.136471868,1,0
356,No,Air Miles,Postcard,Medium,1,No,Low,1,2,4,Yes,321.5,361,396,313,216,0.136471868,1,0
357,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,No,943.75,116,1008,938,1713,0.136471868,1,1
358,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,814.75,980,692,844,743,0.136471868,1,0
359,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,No,362.75,468,203,386,394,0.136471868,1,0
360,No,Cash Back,Postcard,High,1,No,Low,1,1,5,Yes,1305.75,1866,991,1386,980,0.136471868,1,0
361,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1143.5,645,620,1255,2054,0.136471868,1,0
362,No,Points,Letter,Medium,1,No,High,2,1,5,No,730,788,532,903,697,0.136471868,1,0
363,No,Air Miles,Postcard,Medium,1,No,High,3,1,6,No,1351.5,836,1353,1626,1591,0.136471868,1,0
364,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1112.25,604,1225,1345,1275,0.136471868,1,0
365,No,Cash Back,Letter,Low,2,No,Medium,1,1,2,Yes,1130.25,1041,698,972,1810,0.136471868,1,0
366,No,Cash Back,Letter,High,2,No,Low,3,1,3,Yes,1055.75,957,451,1209,1606,0.136471868,1,0
367,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,273.25,153,437,444,59,0.136471868,1,0
368,Yes,Air Miles,Letter,Low,2,No,Medium,2,2,4,No,332,485,230,320,293,0.136471868,1,1
369,No,Points,Letter,Low,1,No,High,1,1,3,Yes,903.75,1639,1011,868,97,0.136471868,1,0
370,Yes,Points,Letter,Medium,2,Yes,Medium,1,1,3,No,988.75,721,1051,1103,1080,0.136471868,1,1
371,Yes,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,1322.5,610,1296,2114,1270,0.136471868,1,1
372,No,Air Miles,Letter,Low,1,No,Medium,3,1,2,Yes,156,140,102,197,185,0.136471868,1,0
373,Yes,Points,Postcard,Low,1,No,Low,3,1,4,No,677.5,857,719,536,598,0.136471868,1,1
374,No,Air Miles,Postcard,Medium,2,No,Low,4,1,5,No,833.5,269,577,897,1591,0.136471868,1,0
375,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,313.75,497,179,393,186,0.136471868,1,1
376,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,702.25,527,845,748,689,0.136471868,1,1
377,Yes,Cash Back,Postcard,Low,2,No,Low,2,1,6,Yes,1010,1392,1703,640,305,0.136471868,1,1
378,No,Points,Postcard,Low,1,No,Low,2,1,3,No,917.5,592,690,1064,1324,0.136471868,1,0
379,No,Air Miles,Postcard,Medium,1,No,High,1,3,3,No,1012,1862,1133,632,421,0.136471868,1,0
380,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1062.75,1405,1458,1243,145,0.136471868,1,0
381,Yes,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,204.75,230,263,169,157,0.136471868,1,1
382,Yes,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1406.5,970,1766,1324,1566,0.136471868,1,1
383,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,Yes,288.5,402,372,86,294,0.136471868,1,1
384,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,No,1085.25,1069,613,970,1689,0.136471868,1,0
385,Yes,Points,Postcard,Low,1,No,High,1,1,3,No,169.5,142,31,100,405,0.136471868,1,1
386,No,Cash Back,Letter,Low,1,No,Low,2,2,3,No,749.75,731,950,783,535,0.136471868,1,0
387,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,733,942,803,524,663,0.136471868,1,0
388,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,734,751,634,755,796,0.136471868,1,0
389,No,Cash Back,Letter,High,1,No,Medium,1,1,6,No,1229.25,1824,1203,1000,890,0.136471868,1,0
390,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,981.75,1438,1373,699,417,0.136471868,1,0
391,No,Air Miles,Postcard,Medium,2,No,High,2,3,3,No,1038.5,609,949,856,1740,0.136471868,1,0
392,No,Points,Letter,High,1,No,Low,3,1,2,Yes,1063.25,1689,1091,1134,339,0.136471868,1,0
393,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,980,81,887,1468,1484,0.136471868,1,1
394,No,Points,Postcard,Medium,1,No,Low,3,2,4,Yes,839.25,961,964,636,796,0.136471868,1,0
395,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1091,585,1286,1667,826,0.136471868,1,0
396,No,Points,Letter,Medium,1,No,Medium,2,1,4,Yes,599.25,549,599,655,594,0.136471868,1,0
397,No,Air Miles,Postcard,Medium,3,No,Medium,2,1,5,Yes,1001.5,701,1001,1810,494,0.136471868,1,0
398,No,Points,Letter,Medium,1,No,High,1,1,3,No,217.25,302,161,137,269,0.136471868,1,0
399,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,988.25,1498,839,610,1006,0.136471868,1,0
400,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1041.5,1966,1172,842,186,0.136471868,1,0
401,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1185,692,1488,1739,821,0.136471868,1,0
402,No,Air Miles,Postcard,High,1,No,High,1,1,1,No,1032.5,1671,1378,885,196,0.136471868,1,0
403,No,Cash Back,Letter,Medium,1,No,High,3,1,2,Yes,1047.5,248,1275,1745,922,0.136471868,1,0
404,No,Cash Back,Postcard,High,1,No,High,4,2,3,Yes,722.25,572,983,646,688,0.136471868,1,0
405,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1081.5,642,843,1198,1643,0.136471868,1,0
406,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1125.5,514,1712,1244,1032,0.136471868,1,0
407,Yes,Points,Postcard,Medium,2,No,Low,2,1,3,No,1308.75,95,1873,1431,1836,0.136471868,1,1
408,No,Points,Letter,Medium,2,Yes,Low,1,1,5,Yes,869.75,862,813,932,872,0.136471868,1,0
409,No,Air Miles,Letter,High,2,No,High,2,1,4,Yes,1136.75,1638,1529,1216,164,0.136471868,1,0
410,Yes,Cash Back,Postcard,Low,2,No,Low,1,2,4,Yes,241.75,359,250,335,23,0.136471868,1,1
411,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,1711,1837,1562,1780,1665,0.136471868,1,0
412,No,Cash Back,Letter,High,1,No,Medium,2,1,4,No,1090.5,1052,446,1005,1859,0.136471868,1,0
413,No,Air Miles,Letter,High,1,No,Low,3,1,5,Yes,882.75,939,790,1000,802,0.136471868,1,0
414,Yes,Points,Letter,High,2,No,Low,3,2,5,Yes,1140,1969,1366,778,447,0.136471868,1,1
415,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,263.25,400,32,400,221,0.136471868,1,0
416,No,Points,Postcard,Medium,1,No,Medium,3,1,4,No,1188.75,176,1406,2107,1066,0.136471868,1,0
417,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,958.5,1543,1222,844,225,0.136471868,1,0
418,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,1347.5,285,1482,2064,1559,0.136471868,1,0
419,Yes,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,195.5,487,87,159,49,0.136471868,1,1
420,No,Points,Letter,High,1,No,High,3,1,5,Yes,225.5,328,85,355,134,0.136471868,1,0
421,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,2,Yes,977,1564,1295,966,83,0.136471868,1,0
422,No,Points,Postcard,High,1,No,Low,1,1,5,Yes,270.75,165,365,389,164,0.136471868,1,0
423,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1178.5,1793,1212,970,739,0.136471868,1,0
424,Yes,Points,Postcard,Low,1,No,Medium,3,2,3,Yes,1058,1485,1335,1258,154,0.136471868,1,1
425,No,Cash Back,Postcard,Low,2,No,High,1,1,3,Yes,719,589,969,700,618,0.136471868,1,0
426,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1182.75,2061,1061,711,898,0.136471868,1,0
427,No,Points,Letter,Medium,1,Yes,Low,3,1,2,Yes,758.75,636,436,1053,910,0.136471868,1,0
428,Yes,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,251.5,224,397,166,219,0.136471868,1,1
429,No,Cash Back,Letter,High,1,No,Low,2,2,4,Yes,1655,1787,1567,1708,1558,0.136471868,1,0
430,No,Points,Letter,Low,1,No,High,1,1,3,Yes,1139,953,1772,1418,413,0.136471868,1,0
431,No,Cash Back,Postcard,Medium,2,Yes,High,2,1,5,No,1002.5,713,1614,1281,402,0.136471868,1,0
432,No,Cash Back,Postcard,Medium,2,No,High,3,2,5,No,1123,547,1438,1840,667,0.136471868,1,0
433,No,Air Miles,Postcard,High,1,No,Low,1,1,5,No,979.5,1752,1175,868,123,0.136471868,1,0
434,No,Air Miles,Letter,Low,1,No,Low,2,1,2,No,345.75,494,192,347,350,0.136471868,1,0
435,No,Air Miles,Letter,Medium,2,Yes,High,1,1,3,Yes,1081,309,1655,1423,937,0.136471868,1,0
436,No,Points,Postcard,Medium,2,No,High,1,1,2,Yes,1174,235,1554,1695,1212,0.136471868,1,0
437,No,Cash Back,Letter,High,1,No,High,1,2,3,Yes,1236.75,1998,1386,1337,226,0.136471868,1,0
438,No,Cash Back,Letter,High,1,Yes,Low,3,1,4,No,378.25,257,465,462,329,0.136471868,1,0
439,No,Points,Letter,Low,2,No,Low,3,1,2,Yes,143,165,228,85,94,0.136471868,1,0
440,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1072.75,1392,1576,1142,181,0.136471868,1,0
441,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,1081.25,473,1241,827,1784,0.136471868,1,1
442,Yes,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,209,161,294,225,156,0.136471868,1,1
443,No,Air Miles,Postcard,High,1,No,Medium,1,1,1,Yes,811.5,879,561,911,895,0.136471868,1,0
444,No,Points,Postcard,Medium,1,No,Medium,1,2,3,Yes,1441.25,864,1513,2022,1366,0.136471868,1,0
445,No,Points,Postcard,Medium,1,No,Low,2,1,1,No,1004.5,4,1256,1817,941,0.136471868,1,0
446,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1312,1655,1752,971,870,0.136471868,1,0
447,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,907.25,1602,1203,677,147,0.136471868,1,0
448,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,1,Yes,1260,730,603,1829,1878,0.136471868,1,0
449,No,Points,Postcard,Low,3,No,Medium,3,1,6,No,98,13,15,357,7,0.136471868,1,0
450,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,835.25,1650,1068,561,62,0.136471868,1,0
451,Yes,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,947,80,1017,1805,886,0.136471868,1,1
452,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,4,Yes,965.5,1811,1187,773,91,0.136471868,1,0
453,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,348.5,385,283,402,324,0.136471868,1,0
454,Yes,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1399,951,645,2219,1781,0.136471868,1,1
455,No,Points,Letter,Low,1,No,Low,3,1,4,No,1169.5,956,1318,1621,783,0.136471868,1,0
456,No,Air Miles,Letter,Low,1,No,High,3,1,1,Yes,185,117,199,64,360,0.136471868,1,0
457,No,Points,Letter,Low,2,No,Medium,2,1,5,No,947.75,1883,1146,742,20,0.136471868,1,0
458,No,Air Miles,Postcard,High,1,No,Medium,2,1,1,Yes,136.5,163,208,97,78,0.136471868,1,0
459,No,Points,Postcard,Medium,2,Yes,Medium,2,1,2,No,176,264,165,80,195,0.136471868,1,0
460,No,Points,Postcard,High,1,Yes,Medium,2,2,3,Yes,987.75,1861,1223,607,260,0.136471868,1,0
461,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,899,1711,1089,513,283,0.136471868,1,0
462,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1187.5,2103,1111,536,1000,0.136471868,1,0
463,Yes,Air Miles,Letter,Low,1,Yes,Low,2,2,3,No,727.5,922,639,688,661,0.136471868,1,1
464,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,No,993.5,183,468,1326,1997,0.136471868,1,0
465,No,Points,Letter,Medium,1,No,Low,1,2,1,No,1621.5,986,1771,2271,1458,0.136471868,1,0
466,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,981.25,1629,1252,644,400,0.136471868,1,0
467,No,Cash Back,Postcard,High,1,No,High,2,1,2,No,944,718,1525,903,630,0.136471868,1,0
468,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,865,890,775,902,893,0.136471868,1,0
469,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,3,Yes,923.75,308,876,1254,1257,0.136471868,1,1
470,No,Points,Postcard,Medium,1,No,High,3,2,3,Yes,236,80,310,489,65,0.136471868,1,0
471,No,Air Miles,Letter,Low,2,No,Low,3,2,2,Yes,1125.5,761,1717,1227,797,0.136471868,1,0
472,Yes,Points,Letter,High,1,No,High,2,1,4,Yes,930.5,145,581,1738,1258,0.136471868,1,1
473,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,951,1510,1130,815,349,0.136471868,1,0
474,No,Points,Letter,Medium,1,No,Medium,2,1,4,No,678,669,727,810,506,0.136471868,1,0
475,No,Cash Back,Letter,Medium,1,No,High,2,1,4,No,192.75,272,150,92,257,0.136471868,1,0
476,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,793.75,651,921,678,925,0.136471868,1,0
477,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,No,970,455,1739,863,823,0.136471868,1,0
478,Yes,Air Miles,Postcard,Low,1,No,High,1,1,5,Yes,876,537,1483,915,569,0.136471868,1,1
479,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,370,468,409,275,328,0.136471868,1,0
